id,title,description,availability,condition,image_link ,link ,price,brand ,additional_image_link,google_product_category
knot-bag-1,"
Сумочка-узелок на руку ","Японская сумочка-узелок выполнена из льняной ткани с использованием традиционных узоров сашико: цуно кикко (черепаха с рожками), ханакикко (черепаха-цветок) и камона - журавль-цветок. 
Сумочка-узелок на руку идеально подходит к вечернему наряду, для торжественного мероприятия, таких как свадьба, поход в театр, концерт и т.п. В ней удобно разместятся зеркальце, помада, телефон, ключи и другие необходимые для девушки вещи. Сумочка одевается на запястье как браслет и дополнит ваш праздничный наряд.
Сумочка может быть выполнена в любой цветовой гамме, как с традиционными узорами, так и по эскизам заказчика.",available for order,new,https://magic-stitches.com/img/knot-bag-1_1.jpg,https://www.livemaster.ru/item/18361061-sumki-i-aksessuary-sumochka-uzelok-na-ruku,1500,Magic Stitches,"https://magic-stitches.com/img/knot-bag-1_2.jpg, https://magic-stitches.com/img/knot-bag-1_3.jpg",Apparel & Accessories > Handbag & Wallet Accessories
